Tamanho,Comparações,Trocas,Tempo(ms)
1000,499500,0,2
1000,10301,4647,0
1000,499500,500,0
25,300,0,0
25,300,0,0
25,300,0,0
50,1225,0,0
50,1225,0,0
50,1225,0,0
100,4950,0,0
100,4950,0,0
100,4950,0,0
250,31125,0,0
250,31125,0,0
250,31125,0,0
500,124750,0,0
500,124750,0,0
500,124750,0,0
750,280875,0,0
750,280875,0,0
750,280875,0,0
1000,499500,0,0
1000,499500,0,0
1000,499500,0,0
1250,780625,0,0
1250,780625,0,0
1250,780625,0,0
1500,1124250,0,0
1500,1124250,0,0
1500,1124250,0,0
